가맹점 명,주소,데이터기준일자,위도,경도
부광상회,부산 중구 남포동5가,2026-04-24,35.09774582,129.0295353
부영사,부산 동구 진성로 5-1,2026-04-24,35.12950742,129.0486175
갤러리 안경원,부산 사상구 가야대로 358,2026-04-24,35.15092832,129.0117861
자행당,부산 영도구 태종로 71-1,2026-04-24,35.09265701,129.0389509
바다회,부산 사상구 사상로250번길 6,2026-04-24,35.16690172,128.982715
으뜸50안경 부산사직점,부산 동래구 사직북로 9,2026-04-24,35.19682132,129.0605396
아모레,부산 북구 화명대로 35,2026-04-24,35.2351571,129.0119935
산성별관,부산 동래구 온천장로119번길 12-3,2026-04-24,35.22168451,129.0841373
유진안경,부산 부산진구 부전동,2026-04-24,35.1561936,129.0580762
마린뷰안경,부산 해운대구 마린시티2로 38,2026-04-24,35.1570378,129.1433287
섹시쿠키부산해운대점,부산 해운대구 중동1로 25,2026-04-24,35.16308617,129.1623681
노벨안경,부산 남구 유엔평화로 152-2,2026-04-24,35.12269317,129.0972101
맑은누리한의원,부산 동래구 충렬대로237번길 23,2026-04-24,35.20262218,129.0851748
길왕성테일러,부산 사하구 윤공단로14번길 17,2026-04-24,35.05572426,128.9689642
레이디패션,부산 수영구 수미로50번길 49-1,2026-04-24,35.17126713,129.1162074
부산워터스,부산 동래구 사직북로48번길 34,2026-04-24,35.20054164,129.0604396
자갈치상회,부산 중구 자갈치로 42,2026-04-24,35.09672134,129.0286701
아이룩안경콘택트,부산 사하구 낙동대로 207,2026-04-24,35.10018651,128.9941155
아이클럽,부산 중구 중구로48번길 8,2026-04-24,35.10212426,129.0285401
금호주유소,부산 수영구 과정로 4,2026-04-24,35.1720468,129.109427
윤치과,부산 사하구 신산로 197,2026-04-24,35.08983486,128.9767596
(주)국제자동차정비,부산 남구 무민사로 26,2026-04-24,35.11205039,129.0816932
"굿썸,태평선식,한국홍삼",부산 남구 못골로41번길 14,2026-04-24,35.13648891,129.0870934
현대의료기,부산 중구 광복로 23,2026-04-24,35.09951895,129.0276146
박주흠치과의원,부산 영도구  태종로 368 (청학동),2026-04-24,35.09407565,129.0645188
에덴종합화장품,부산 부산진구 중앙대로 지하 717,2026-04-24,35.15523714,129.0591398
유어스치과의원,"부산 사하구  낙동대로 453, 4층 (하단동)",2026-04-24,35.10522756,128.9689159
맘모스안경,부산 사하구 다대로 473,2026-04-24,35.06148102,128.9793128
경남상회,부산 사하구 당리동,2026-04-24,35.10401155,128.9745013
미창아케이트,부산 중구  중구로39번길,2026-04-24,35.10137373,129.0265005
참조은안경,부산 사하구 낙동대로 393,2026-04-24,35.10284666,128.9749781
화장품도매몰,부산 금정구 온천장로125번길 32,2026-04-24,35.22311036,129.0837679
아쿠아갤러리(Aqua Gallery),부산 남구 조각공원로27번길 20,2026-04-24,35.12961561,129.1001955
전원장,부산 금정구 부곡동,2026-04-24,35.23763801,129.0964139
현대자동차광안서부점,부산 수영구 수영로 531,2026-04-24,35.15321311,129.1116907
토탈원목,부산 사하구 다대로 562,2026-04-24,35.05628595,128.9703252
연세치과의원,부산 남구 용호1동,2026-04-24,35.12079548,129.109033
박성국치과의원,부산 영도구 영선동3가,2026-04-24,35.08601036,129.0410411
일공공일안경콘텍트,부산 사상구 가야대로366번길 7,2026-04-24,35.15073192,129.0128134
자연건강식품총판,부산광역시 사상구 사상로 289-4,2026-04-24,35.170752,128.9824944
송월타올부산진대리점대도사,부산 동구 진시장로 20,2026-04-24,35.13693315,129.0586364
대성당,부산광역시 서구 충무대로 250,2026-04-24,35.09297539,129.0241603
TOP,부산 동래구 수안동,2026-04-24,35.19673854,129.0858769
모던타임,부산 중구 구덕로 44,2026-04-24,35.09800896,129.0320043
보금당,부산 수영구 과정로41번길 14,2026-04-24,35.17516514,129.1067562
동원상회,부산 부산진구 부전1동,2026-04-24,35.16350647,129.0630056
군산상회,부산 부산진구 부전동,2026-04-24,35.1561936,129.0580762
안동상회,부산 부산진구 부전동,2026-04-24,35.1561936,129.0580762
제일횟집,부산 중구 자갈치해안로 52,2026-04-24,35.09661378,129.0305837
대성상회,부산 동래구 온천장로119번가길 10,2026-04-24,35.22165902,129.0818697
한비유통,부산 동구 진성로 12,2026-04-24,35.12992972,129.0483824
성신당,부산 동래구 아시아드대로 221,2026-04-24,35.20386879,129.0666088
하씨횟집,부산 수영구 민락수변로 1,2026-04-24,35.1555589,129.1238214
현대안경,부산 해운대구 해운대로81번길 12,2026-04-24,35.1902736,129.1211766
중부산서비스 기아오토큐,부산 부산진구 가야대로 561,2026-04-24,35.15497916,129.0332431
미라보,부산 중구 중앙동1가,2026-04-24,35.10077391,129.0357598
쟈뎅,부산 금정구 금샘로 446,2026-04-24,35.2623826,129.0846931
코스모안경백화점,부산 중구 구덕로 38-1,2026-04-24,35.09829471,129.0316718
바하악기,부산 동래구 명륜로 161,2026-04-24,35.20814047,129.0819289
삼천리자전거용호대리점,부산 남구 용호3동,2026-04-24,35.12101801,129.1128118
일진내츄럴,부산 부산진구 동천로 116,2026-04-24,35.15905683,129.0626336
눈나라안경,부산 사상구 덕포동,2026-04-24,35.1755217,128.9879603
월드주유소,부산 기장군 기장읍,2026-04-24,35.23871011,129.2158563
팔도초재,부산 수영구 수영로705번길 29,2026-04-24,35.16917715,129.1166938
대우유니폼,부산 남구 자성로 147,2026-04-24,35.13720544,129.0666196
신화정,부산 사하구 괴정로,2026-04-24,35.09911833,128.9781358
여의도,부산 수영구 민락수변로 5,2026-04-24,35.15532351,129.1239038
방파제,부산 수영구 광안해변로294번길 24,2026-04-24,35.15531531,129.1258608
센스,부산 기장군 일광면,2026-04-24,35.26393889,129.2322633
미치과,부산 남구 수영로 323,2026-04-24,35.13822384,129.1010732
해연,부산 중구 광복로49번길 7-2,2026-04-24,35.09993463,129.0305019
삼미식당,부산 사상구 새벽로 218,2026-04-24,35.16047226,128.9843669
행복전자,부산 부산진구 부전로 196,2026-04-24,35.16375165,129.0624353
진횟집,부산 수영구 민락수변로 5,2026-04-24,35.15532351,129.1239038
모라가구갤러리,부산 사상구 사상로 521,2026-04-24,35.19095525,128.9889651
이강민치과,부산 금정구  중앙대로 2021 (남산동),2026-04-24,35.26485629,129.0921008
쥬단학남부산대리점,부산 남구 동명로132번길 110,2026-04-24,35.11493545,129.1100357
대성갈비,부산 금정구 금강로 630,2026-04-24,35.2636271,129.0885001
해성건어물,부산 중구 신창동1가,2026-04-24,35.10182246,129.0304128
신창백화점6호,부산 중구 신창동2가,2026-04-24,35.10124335,129.0294773
동아측기사,부산 부산진구 중앙대로 684,2026-04-24,35.15371743,129.0594414
부산전자,부산 부산진구  범일로131번길,2026-04-24,35.14380108,129.0586645
진일공예가구,부산광역시 북구 은행나무로 11,2026-04-24,35.20848439,129.0378583
괴정한의원,부산 사하구 낙동대로 206,2026-04-24,35.10067955,128.9942088
목화혼수이불,부산 중구 중구로34번길 8,2026-04-24,35.10088756,129.0285465
로타리양복점,부산 동래구 수안동,2026-04-24,35.19673854,129.0858769
(주)동방정비,부산 사상구 낙동대로1016번길 29,2026-04-24,35.15094308,128.9741291
갖바치김,부산 중구 용두산길 6,2026-04-24,35.10243392,129.0315521
피닉스가구,부산 사하구 구평동,2026-04-24,35.08190253,128.9878036
삼성사이클,부산 사하구 승학로 11,2026-04-24,35.10671022,128.9701726
타이드어웨이풀빌라,부산 기장군 기장읍 기장해안로 26,2026-04-24,35.18217086,129.2085279
민속촌국제칠기,부산 중구 창선동1가,2026-04-24,35.09944965,129.0306829
항도양행,부산 사상구 광장로 7,2026-04-24,35.16433608,128.9777161
태종대한의원,부산 영도구 동삼로 50,2026-04-24,35.07781698,129.0706964
대창양복점,부산 사하구 낙동대로 271,2026-04-24,35.09886025,128.9870483
동원당,부산 사하구 사하로198번길 2,2026-04-24,35.09937205,128.9939605
인디안부산진점,부산 동구 고관로 115-2,2026-04-24,35.1291467,129.0466492
항구센타,부산 중구 40계단길 5-1,2026-04-24,35.104084,129.0349932
모드니가구,부산 수영구 망미동,2026-04-24,35.1742365,129.101005
에펠,부산 부산진구 중앙대로 지하 717,2026-04-24,35.15523714,129.0591398
미라클안경 콘택트,부산 사하구 마하로 34,2026-04-24,35.10263777,128.9829199
36바8249(등대콜),부산 남구 우암로104번길 29,2026-04-24,35.11915334,129.0832517
금화당,부산 금정구 서동중심로 43,2026-04-24,35.21342694,129.1043825
하동뚝배기,부산 사상구 장인로20번길 47,2026-04-24,35.14204067,128.9718673
삼천리자전거대리점,부산 금정구 온천장로 136,2026-04-24,35.22245465,129.0855902
합동상사,부산 부산진구 전포대로306번길 27,2026-04-24,35.16569131,129.0662047
호프종합화장품,부산 중구 구덕로 지하 44,2026-04-24,35.09800896,129.0320043
대성의류,부산 사상구 새벽로168번길 37,2026-04-24,35.15586851,128.9853236
칠칠식당,부산 동구 수정2동,2026-04-24,35.12996095,129.0426203
크로커다일 신모라점,부산 사상구 백양대로 917-1,2026-04-24,35.18829514,128.9907274
우정갈비,부산 금정구 금샘로 353,2026-04-24,35.25475386,129.0845422
보금양행,부산 북구 구포동,2026-04-24,35.19815607,129.0088881
동명당안경원,부산 연제구 교대로 20,2026-04-24,35.1956883,129.077689
삼정약국,부산 부산진구 가야대로 767-1,2026-04-24,35.158004,129.0556428
대륙온돌,부산 금정구 금정로 126,2026-04-24,35.23587851,129.087821
개금점현대자동차,부산 부산진구 백양대로 249,2026-04-24,35.15613044,129.0239653
가야골프프라자,부산 부산진구 가야대로 545,2026-04-24,35.15519182,129.0314341
올리비아로렌덕천점,부산 북구 백양대로 1193,2026-04-24,35.208928,129.0049957
남성크로커다일당감점,부산 부산진구 당감로 30-1,2026-04-24,35.16437184,129.0395717
올리비아로렌장림점,부산 사하구 장림번영로 30,2026-04-24,35.08059952,128.9683842
종가집,부산 중구 신창동1가,2026-04-24,35.10182246,129.0304128
영미횟집,부산 수영구 광안해변로 31-11,2026-04-24,35.13846272,129.1127626
삼원전자,부산 중구 창선동2가,2026-04-24,35.09952532,129.0283163
기쁨약국,부산 사상구 운산로 31,2026-04-24,35.16880913,128.9802928
쎄븐,부산 부산진구 부전동,2026-04-24,35.1561936,129.0580762
용마카인테리어,부산 금정구 중앙대로 1588,2026-04-24,35.22627991,129.0895304
동아데파트파비아노,부산 중구 광복로 38,2026-04-24,35.09910787,129.0291146
안경본데이,부산 사하구 다대로 128,2026-04-24,35.09109463,128.9777102
일성사양복점,부산 부산진구 범일로142번길 25,2026-04-24,35.14282904,129.0608237
풍년인삼,부산 부산진구 중앙대로783번길 23,2026-04-24,35.16323429,129.0609058
애니카랜드만덕점,부산 북구 만덕3로 10,2026-04-24,35.21259471,129.0250571
디에이치피,부산 금정구 시실로 13,2026-04-24,35.21775763,129.0859537
나래에스테틱,부산 금정구 서동로 129-2,2026-04-24,35.21571877,129.1011132
비치바이크,부산 금정구 중앙대로 1637,2026-04-24,35.2304496,129.0910487
거북선횟집,부산 해운대구 달맞이길62번길 69,2026-04-24,35.15682354,129.1739628
현음악기,부산 중구 구덕로 18,2026-04-24,35.0978773,129.0336804
사랑패션,부산 동래구  충렬대로108번길 92 (온천동),2026-04-24,35.20276324,129.0734962
삼영당,부산 수영구 민락동,2026-04-24,35.15726484,129.1254459
성일자동차전문정비,부산 해운대구 해운대로191번길 5,2026-04-24,35.18104359,129.1242716
대명카써비스,부산 사하구 괴정로 131,2026-04-24,35.10043052,128.9772203
쉬크,부산 금정구 서동로 145-7,2026-04-24,35.21545733,129.1022397
초원복국,부산 남구 황령대로492번길 30,2026-04-24,35.1377733,129.1058972
가희,부산 사상구 광장로,2026-04-24,35.16243268,128.9821545
정패션,부산 영도구 남항동2가,2026-04-24,35.08856203,129.0376402
마틸다,부산 부산진구 중앙대로 지하 737,2026-04-24,35.16023309,129.0611055
디쎄범천점,부산 부산진구 범일로,2026-04-24,35.14427287,129.0592828
제일안경원,부산 금정구 금강로 567,2026-04-24,35.2580997,129.0875636
고려안경원,부산 동구 고관로 133,2026-04-24,35.13027416,129.0478695
르노삼성자동차지정정비코너감천점,부산 사하구 감천동,2026-04-24,35.0924618,129.0069932
왕자와공주아동복,부산 동래구 충렬대로249번길 28,2026-04-24,35.20255285,129.0867138
덕흥세차장,부산 사상구 대동로 244,2026-04-24,35.14913621,128.9857448
해오름상실,부산 금정구 서동로103번길,2026-04-24,35.21806647,129.0999583
때깔,부산 동구 초량2동,2026-04-24,35.11652054,129.0384679
씨유수영현대점,부산 수영구 구락로,2026-04-24,35.17463586,129.1171062
수성카인테리어,부산 동구 증산로 4,2026-04-24,35.13494038,129.0460098
차와송이,부산 중구 중구로43번길 22,2026-04-24,35.10186308,129.0267535
시대사쓰,부산광역시 부산진구 중앙대로 지하717,2026-04-24,35.15523714,129.0591398
진성카클리닉,부산 사하구 사하로141번길 89,2026-04-24,35.09537719,128.9882834
파워MTB,부산 수영구 광안해변로 29-1,2026-04-24,35.13808109,129.1132111
정인영 치과의원,부산 금정구 중앙대로 1927,2026-04-24,35.25641547,129.0910898
여명안경점,부산 사상구 주례3동,2026-04-24,35.14737111,129.0014024
세리종합화장품,부산 중구 자갈치로 34,2026-04-24,35.09671341,129.0281317
신현대약국,부산 부산진구 가야대로 761,2026-04-24,35.15789793,129.0548734
여인의집,부산 동래구 사직북로34번길 54,2026-04-24,35.20031621,129.0623901
금진보석,부산 남구 용호1동,2026-04-24,35.12079548,129.109033
고성횟집,부산 수영구 광안해변로279번길 23,2026-04-24,35.1566959,129.12513
금호타이어 서구영업,부산 서구 충무대로 154,2026-04-24,35.08440331,129.0251957
학장자전거,부산 사상구 학장로 177,2026-04-24,35.14293446,128.9861972
대명카클리닉,부산광역시 북구 만덕3로 5,2026-04-24,35.21297951,129.025089
대승카,부산 강서구 낙동남로483번길 8,2026-04-24,35.11274428,128.8724604
세신안경,부산 중구 국제시장2길 29,2026-04-24,35.10194766,129.0283018
체이스컬트,부산 금정구 서동로 140,2026-04-24,35.21520839,129.1018016
평범카메라,부산 중구 중앙동1가,2026-04-24,35.10077391,129.0357598
세일세일타운,부산 해운대구 반송로924번길 20-2,2026-04-24,35.23172115,129.1562195
평화의안,부산 동구 중앙대로 169,2026-04-24,35.11294121,129.0381712
세림가구,부산 영도구  절영로13번길,2026-04-24,35.09233788,129.0422283
박성인안과의원,부산 동래구 금강공원로 5-1,2026-04-24,35.21818205,129.0836167
수정한의원,부산 동구 진성로 28,2026-04-24,35.13100336,129.0470126
