연번,쉼터명,주소,경도,위도
986,임랑여자경로당,부산광역시 기장군 장안읍 임랑2길 1-6 ,129.2619,35.3177
987,월내여자경로당,부산광역시 기장군 장안읍 월내해안길 107-29 ,129.2801,35.3273
988,대룡여자경로당,부산광역시 기장군 장안읍 대룡1길 17,129.264458,35.3711395
989,시장마을남자경로당,부산광역시 기장군 장안읍 장곡길 173-1 ,129.2439821,35.3088151
990,좌천마을제1남자경로당,부산광역시 기장군 장안읍 좌천4길 46-2 ,129.2425,35.3134
991,좌천마을제1여자경로당,부산광역시 기장군 장안읍 좌천4길 46-2 ,129.2425,35.3134
992,대룡상상작은도서관,부산광역시 기장군 장안읍 대룡1길 17,129.2645654,35.3711941
993,길천여자경로당,부산광역시 기장군 장안읍 길천2길 26,129.282067,35.327794
994,LH4단지남자경로당,부산광역시 기장군 정관읍 산단4로 160,129.192712,35.321483
995,성림아파트경로당,부산광역시 기장군 정관읍 정관로 744-41 ,129.1942449,35.3219706
996,임곡마을회관경로당,부산광역시 기장군 정관읍 임곡1길 4,129.136498,35.3517351
997,양우내안에경로당,부산광역시 기장군 정관읍 정관5로 144,129.180143,35.329306
998,병산남여경로당,부산광역시 기장군 정관읍 병산로 246,129.1881385,35.3477469
999,덕산마을경로당,부산광역시 기장군 정관읍 정관덕산2길 18-40 ,129.1829941,35.322494
1000,상곡1마을회관,부산광역시 기장군 정관읍 정관상곡1길 83,129.1638109,35.3197847
1001,월평마을회관,부산광역시 기장군 정관읍 월평2길 62,129.1379383,35.3633375
1002,두명마을경로회관,부산광역시 기장군 정관읍 부명2길 34,129.1462398,35.3619005
1003,서편마을경로당,부산광역시 기장군 정관읍 서편길 17,129.2023087,35.3259582
1004,대전마을회관,부산광역시 기장군 정관읍 달산2길 3-10 ,129.1814223,35.3188261
1005,LH4단지작은도서관,부산광역시 기장군 정관읍 산단4로 160,129.192712,35.321483
1006,LH5단지남자경로당,부산광역시 기장군 정관읍 산단2로 60,129.1865319,35.319104
1007,달산6마을경로당,부산광역시 기장군 정관읍 달산4길 81,129.1795635,35.3176881
1008,달산누리작은도서관,부산광역시 기장군 정관읍 산단4로 139,129.1899755,35.3188439
1009,예림마을여자경로당,부산광역시 기장군 정관읍 예림길 30,129.2065975,35.3275273
1010,센트럴파크남자경로당,부산광역시 기장군 정관읍 구연방곡로 10,129.1857326,35.320439
1011,재흥아파트경로당,부산광역시 기장군 정관읍 정관로 750-24 ,129.1958009,35.3221626
1012,상곡2마을경로당,부산광역시 기장군 정관읍 정관중앙로 83-13 ,129.1790271,35.3234591
1013,휴먼시아1단지커뮤니티시설,부산광역시 기장군 정관읍 정관4로 23,129.167807,35.325989
1014,동일2차작은도서관,부산광역시 기장군 정관읍 정관3로 23,129.1657919,35.3298737
1015,이지더원2차남자경로당,부산광역시 기장군 정관읍 정관2로 9,129.16385,35.334094
1016,LH5단지작은도서관,부산광역시 기장군 정관읍 산단2로 60,129.1866446,35.3184825
1017,동일3차경로당,부산광역시 기장군 정관읍 모전1길 9,129.166097,35.3373045
1018,매곡마을경로당,부산광역시 기장군 정관읍 매곡길 25-1 ,129.1743708,35.3176333
1019,평전마을경로당,부산광역시 기장군 정관읍 용수1길 19,129.1738611,35.3290263
1020,이지더원3차남자경로당,부산광역시 기장군 정관읍 정관로 350,129.162949,35.335766
1021,동원2차여자경로당,부산광역시 기장군 정관읍 정관5로 12,129.175085,35.31947
1022,리슈빌작은도서관,부산광역시 기장군 정관읍 정관로 513,129.1720426,35.3249932
1023,서희스타힐스작은도서관,부산광역시 기장군 정관읍 방곡3로 11,129.1883531,35.3258532
1024,현진에버빌여자경로당,부산광역시 기장군 정관읍 정관2로 40,129.1683276,35.333454
1025,현진에버빌남자경로당,부산광역시 기장군 정관읍 정관2로 40,129.168071,35.333679
1026,좌광천정원방문자센터,부산광역시 기장군 정관읍 정관8로 11,129.1775139,35.3237529
1027,정관도서관,부산광역시 기장군 정관읍 정관중앙로 100,129.1814303,35.3252361
1028,이지더원3차여자경로당,부산광역시 기장군 정관읍 정관로 350,129.162949,35.335766
1029,예림마을남자경로당,부산광역시 기장군 정관읍 예림길 30,129.2065787,35.3275295
1030,이지더원2차여자경로당,부산광역시 기장군 정관읍 정관2로 9,129.16385,35.334094
1031,휴먼시아2단지남자경로당,부산광역시 기장군 정관읍 정관2로 24,129.164439,35.332371
1032,LH5단지여자경로당,부산광역시 기장군 정관읍 산단2로 60,129.186506,35.319042
1033,LH4단지여자경로당,부산광역시 기장군 정관읍 산단4로 160,129.192712,35.321483
1034,동원1차남자경로당,부산광역시 기장군 정관읍 산단4로 139,129.189865,35.318795
1035,동원1차여자경로당,부산광역시 기장군 정관읍 산단4로 139,129.189865,35.318795
1036,구연동남자경로당,부산광역시 기장군 정관읍 구연1로 11-5 ,129.1830128,35.3204938
1037,구연동여자경로당,부산광역시 기장군 정관읍 구연1로 11-5 ,129.1830048,35.3204872
1038,센트럴파크여자경로당,부산광역시 기장군 정관읍 구연방곡로 10,129.185746,35.3204193
1039,동일2차은빛뜨락카페,부산광역시 기장군 정관읍 정관3로 23,129.1657072,35.3294617
1040,이지더원1차여성노인정,부산광역시 기장군 정관읍 정관1로 18,129.163923,35.338759
1041,이지더원1차남성노인정,부산광역시 기장군 정관읍 정관1로 18,129.163923,35.338759
1042,낙원남자경로당,부산광역시 기장군 정관읍 용수공단2길 64-20 ,129.16159,35.3246781
1043,낙원여자경로당,부산광역시 기장군 정관읍 용수공단2길 64-20 ,129.161641,35.3246649
1044,이진캐스빌1차작은도서관,부산광역시 기장군 정관읍 정관로 545,129.174635,35.323054
1045,이지더원5차경로당,부산광역시 기장군 정관읍 방곡로 29,129.188497,35.327465
1046,서희스타힐스경로당,부산광역시 기장군 정관읍 방곡3로 11,129.1883531,35.3258379
1047,롯데캐슬1차경로당,부산광역시 기장군 정관읍 정관3로 52,129.170262,35.328696
1048,롯데캐슬도서관,부산광역시 기장군 정관읍 정관3로 52,129.1709483,35.3288249
1049,센트럴파크도서관,부산광역시 기장군 정관읍 구연방곡로 10,129.185982,35.3202661
1050,동원2차남자경로당,부산광역시 기장군 정관읍 정관5로 12,129.175085,35.31947
1051,동원2차작은도서관,부산광역시 기장군 정관읍 정관5로 12,129.175085,35.31947
1052,이지더원1차글숲,부산광역시 기장군 정관읍 정관1로 18,129.1647202,35.3391901
1053,이진캐스빌1차경로당,부산광역시 기장군 정관읍 정관로 545,129.174635,35.323054
1054,양수마을경로당,부산광역시 기장군 정관읍 양수길 7-11 ,129.1610831,35.3301226
1055,협성르네상스경로당,부산광역시 기장군 정관읍 정관4로 68,129.174418,35.327005
1056,협성르네상스작은도서관,부산광역시 기장군 정관읍 정관4로 68,129.174418,35.327005
1057,동일1차아파트경로당,부산광역시 기장군 정관읍 정관4로 24,129.169489,35.32446
1058,동일3차작은도서관,부산광역시 기장군 정관읍 모전1길 9,129.1658279,35.3370174
1059,해모로작은도서관,부산광역시 기장군 정관읍 정관로 548,129.1728553,35.3210518
1060,정관이지더원5차작은도서관,부산광역시 기장군 정관읍 방곡로 29,129.188521,35.327518
1061,가화만사성정관타운경로당,부산광역시 기장군 정관읍 방곡로 39,129.190057,35.3274691
1062,신동아파말리에여자경로당,부산광역시 기장군 정관읍 정관5로 75,129.1758975,35.3258129
1063,신동아파밀리에남자경로당,부산광역시 기장군 정관읍 정관5로 75,129.1764636,35.3257475
1064,두산위브더테라스여자경로당,부산광역시 기장군 정관읍 산단6로 33-8 ,129.194366,35.321429
1065,두산위브더테라스남자경로당,부산광역시 기장군 정관읍 산단6로 33-8 ,129.194378,35.321437
1066,동일2차남자경로당,부산광역시 기장군 정관읍 정관3로 23,129.1665867,35.3299333
1067,동일2차여자경로당,부산광역시 기장군 정관읍 정관3로 23,129.1664828,35.3294795
1068,휴먼시아2단지작은도서관,부산광역시 기장군 정관읍 정관2로 24,129.1642159,35.3324793
1069,휴먼시아2단지여자경로당,부산광역시 기장군 정관읍 정관2로 24,129.1640094,35.3318078
1070,한진해모로경로당,부산광역시 기장군 정관읍 정관로 548,129.1734929,35.321594
1071,임곡여자경로당,부산광역시 기장군 정관읍 임곡1길 4,129.1364336,35.3516782
1072,가화만사성더테라스2차남자경로당,부산광역시 기장군 정관읍 구연방곡로 106,129.1890542,35.3238266
1073,가화만사성더테라스2차여자경로당,부산광역시 기장군 정관읍 구연방곡로 106,129.1891281,35.323797
1074,롯데캐슬2차여자경로당,부산광역시 기장군 정관읍 정관3로 51,129.1691511,35.3307904
1075,롯데캐슬2차남자경로당,부산광역시 기장군 정관읍 정관3로 23,129.1655845,35.3294907
1076,가화더테라스1차남자경로당,부산광역시 기장군 정관읍 구연방곡로 120,129.1900417,35.3220962
1077,가화더테라스1차여자경로당,부산광역시 기장군 정관읍 구연방곡로 120,129.1897191,35.3219329
1078,계룡리슈빌경로당,부산광역시 기장군 정관읍 정관로 513,129.1723163,35.3251896
1079,모전1마을회관,부산광역시 기장군 정관읍 정관1로 51,129.1622633,35.3407064
1080,가동마을경로당,부산광역시 기장군 정관읍 가동옛길 17,129.1813319,35.3306701
1081,청광경로당,부산광역시 기장군 일광읍 청광길 41-1 ,129.2324594,35.2956177
1082,장수경로당,부산광역시 기장군 일광읍 이천길 3,129.235,35.2663
1083,원당마을회관,부산광역시 기장군 일광읍 원당길 6-4 ,129.2482,35.3059
1084,화전여자경로당,부산광역시 기장군 일광읍 화전2길 18,129.2318,35.2807
1085,광산경로당,부산광역시 기장군 일광읍 달음길 44,129.2279,35.3093
1086,상리경로당,부산광역시 기장군 일광읍 청원길 193,129.2308,35.3045
1087,화전남자경로당,부산광역시 기장군 일광읍 화전2길 18,129.2317,35.2807
1088,회룡경로당,부산광역시 기장군 일광읍 회룡길 9-4 ,129.2050526,35.2850236
1089,학리남자경로당,부산광역시 기장군 일광읍 학리4길 13,129.2444,35.2569
1090,삼성남자경로당,부산광역시 기장군 일광읍 기장해안로 1333,129.2326,35.2627
1091,칠암남자경로당,부산광역시 기장군 일광읍 문오성길 485-5 ,129.2601,35.2971
1092,문중남자경로당,부산광역시 기장군 일광읍 문중길 29,129.2579,35.3034
1093,학리여자경로당,부산광역시 기장군 일광읍 학리4길 13,129.2444,35.2569
1094,삼성여자경로당,부산광역시 기장군 일광읍 기장해안로 1333,129.2326,35.2627
1095,칠암여자경로당,부산광역시 기장군 일광읍 문오성길 485-5 ,129.2601,35.2971
1096,문중여자경로당,부산광역시 기장군 일광읍 문중길 29,129.2579,35.3034
1097,하리경로당,부산광역시 기장군 일광읍 청원길 303-60 ,129.234648,35.3135975
1098,문동어업인복지회관,부산광역시 기장군 일광읍 창마을길 19-3 ,129.2567,35.3078
1099,산수곡마을회관,부산광역시 기장군 일광읍 화용길 206,129.2123535,35.2863438
1100,당곡마을회관,부산광역시 기장군 일광읍 당곡길 19-20 ,129.2233,35.2842
1101,회룡마을회관,부산광역시 기장군 일광읍 회룡길 9-4 ,129.2050579,35.2849995
1102,일광용천작은도서관,부산광역시 기장군 일광읍 화용길 206,129.2123535,35.2863438
1103,칠암작은도서관,부산광역시 기장군 일광읍 문오성길 485-5 ,129.2601,35.2971
1104,점현마을경로당,부산광역시 기장군 철마면 점현길 49-2 ,129.169589,35.2670102
1105,안평여자경로당,부산광역시 기장군 철마면 안평로11번나길 1,129.1758911,35.2372481
1106,이곡여자경로당,부산광역시 기장군 철마면 이곡길 100,129.1787873,35.2750071
1107,백길경로당,부산광역시 기장군 철마면 곰내길 111,129.1558072,35.2834953
1108,이곡남자경로당,부산광역시 기장군 철마면 이곡길 100,129.1787819,35.2749969
1109,구칠경로당,부산광역시 기장군 철마면 구칠길 61,129.1655803,35.2579543
1110,대곡경로당,부산광역시 기장군 철마면 대곡1길 31-2 ,129.1507874,35.2660885
1111,안평남자경로당,부산광역시 기장군 철마면 안평로11번나길 1,129.1758299,35.2372541
1112,임기마을회관,부산광역시 기장군 철마면 임기2길 44,129.1190822,35.3207253
1113,신리경로당(철마),부산광역시 기장군 철마면 상신리길 34-8 ,129.1788179,35.2587633
1114,주민카페,부산광역시 기장군 철마면 고촌로 58,129.168093,35.239352
1115,석길회관,부산광역시 기장군 철마면 석길길 16,129.1647738,35.2860285
1116,마지회관,부산광역시 기장군 철마면 마지길 12,129.166104,35.274644
1117,구림마을경로당,부산광역시 기장군 철마면 한들길 7-2 ,129.1599217,35.272142
1118,중리여자경로당,부산광역시 기장군 철마면 곰내길 243,129.1679254,35.2893761
1119,송정마을회관,부산광역시 기장군 철마면 두송길 7-33 ,129.111754,35.304602
1120,고촌남자경로당,부산광역시 기장군 철마면 고촌로28번길 27,129.1709188,35.2416454
1121,고촌여자경로당,부산광역시 기장군 철마면 고촌로28번길 27,129.1709268,35.2416498
1122,입석마을회관,부산광역시 기장군 철마면 입석길 50-1 ,129.1181248,35.3110279
1123,중리남자경로당,부산광역시 기장군 철마면 곰내길 243,129.1679227,35.2893586
1124,고촌휴먼시아작은도서관,부산광역시 기장군 철마면 고촌로44번길 16,129.1678128,35.2414088
1125,고촌LH3작은도서관,부산광역시 기장군 철마면 고촌로 58,129.167947,35.239261
1126,월내2여자경로당,부산광역시 기장군 장안읍 월내해안길 81,129.2781386,35.32618328
